"","TF","MEMBERS"
"34","Misin01G038100.1","'Misin05G003700.1"", 'Misin05G219000.1"", 'Misin05G379000.1"", 'Misin17G040400.1"", 'Misin17G146200.1"", 'Misin16G000500.1"", 'Misin16G135300.1"", 'Misin08G277700.1"", 'Misin08G280700.1"", 'Misin01G016700.1"", 'Misin01G161600.1"", 'Misin01G324600.1"", 'Misin01G360300.1"", 'Misin01G511200.1"", 'Misin02G023500.1"", 'Misin02G068100.1"", 'Misin02G197400.1"", 'Misin02G336100.1"", 'Misin02G423100.1"", 'Misin09G091600.1"", 'Misin11G035300.1"", 'MisinT277600.1"", 'MisinT379800.1"", 'Misin18G174500.1"", 'Misin18G203000.1"", 'Misin12G250100.1"", 'Misin04G247500.1"", 'Misin04G330100.1"", 'Misin04G398200.1"", 'Misin13G192500.1"""
"35","Misin01G038500.1","'Misin17G241200.1"", 'Misin08G328000.1"", 'Misin01G331700.1"", 'Misin01G494300.1"", 'Misin02G064300.1"", 'Misin02G152300.1"", 'Misin02G359700.1"", 'Misin02G377400.1"", 'Misin02G414900.1"", 'Misin19G156100.1"", 'Misin19G177600.1"", 'MisinT107800.1"", 'MisinT568200.1"", 'Misin18G205800.1"", 'Misin18G238300.1"", 'Misin18G251900.1"", 'Misin04G126200.1"", 'Misin04G387700.1"", 'MisinT076300.1"""
"36","Misin01G041900.1","'Misin05G054800.1"", 'Misin05G158100.1"", 'Misin05G175000.1"", 'Misin05G180900.1"", 'Misin05G324200.1"", 'Misin05G373500.1"", 'Misin17G019000.1"", 'Misin17G198500.1"", 'Misin16G089700.1"", 'Misin16G132500.1"", 'Misin16G225900.1"", 'Misin16G252000.1"", 'Misin08G077100.1"", 'Misin08G089800.1"", 'Misin08G227400.1"", 'Misin08G262400.1"", 'Misin08G280100.1"", 'Misin01G012300.1"", 'Misin01G026400.1"", 'Misin01G041200.1"", 'Misin01G127400.1"", 'Misin01G276500.1"", 'MisinT053400.1"", 'Misin06G002700.1"", 'Misin06G062900.1"", 'Misin06G163400.1"", 'Misin06G219000.1"", 'Misin06G222600.1"", 'Misin06G263000.1"", 'Misin06G303700.1"", 'Misin06G371200.1"", 'Misin06G384400.1"", 'Misin06G386100.1"", 'Misin02G026900.1"", 'Misin02G102000.1"", 'Misin02G163900.1"", 'Misin02G471500.1"", 'MisinT023400.1"", 'Misin19G042500.1"", 'Misin19G207100.1"", 'Misin19G238600.1"", 'Misin03G069600.1"", 'Misin03G181800.1"", 'Misin18G124400.1"", 'Misin18G130100.1"", 'Misin12G057800.1"", 'Misin12G248700.1"", 'Misin04G357400.1"", 'Misin13G150000.1"", 'Misin13G170900.1"", 'Misin07G167900.1"", 'Misin07G317700.1"", 'Misin07G430000.1"""
"37","Misin01G042300.1","'Misin02G073000.1"", 'Misin14G101000.1"", 'Misin09G158900.1"", 'Misin12G184600.1"", 'Misin07G026400.1"""
"38","Misin01G044400.1","'MisinT412200.1"", 'Misin05G014600.1"", 'Misin05G036100.1"", 'Misin05G081300.1"", 'Misin05G131500.1"", 'Misin17G095600.1"", 'Misin17G139000.1"", 'Misin17G156100.1"", 'Misin17G210500.1"", 'Misin17G215200.1"", 'Misin17G260200.1"", 'Misin16G150700.1"", 'Misin16G210000.1"", 'MisinT484900.1"", 'Misin08G104400.1"", 'Misin08G271100.1"", 'Misin08G327600.1"", 'Misin01G199500.1"", 'Misin01G271600.1"", 'Misin01G405100.1"", 'Misin06G004300.1"", 'Misin06G023200.1"", 'Misin06G037600.1"", 'Misin06G044100.1"", 'Misin06G233300.1"", 'Misin06G269000.1"", 'Misin06G362500.1"", 'Misin02G091500.1"", 'Misin02G240000.1"", 'Misin02G347400.1"", 'Misin02G449300.1"", 'Misin02G472200.1"", 'Misin14G042900.1"", 'MisinT153600.1"", 'Misin11G159500.1"", 'Misin11G230100.1"", 'Misin15G115800.1"", 'Misin19G026500.1"", 'Misin19G041900.1"", 'Misin19G075900.1"", 'Misin03G067000.1"", 'Misin03G135700.1"", 'Misin03G206500.1"", 'Misin03G210600.1"", 'Misin18G057000.1"", 'Misin18G216800.1"", 'MisinT256300.1"", 'Misin12G073800.1"", 'Misin12G116600.1"", 'Misin12G189300.1"", 'MisinT327000.1"", 'Misin04G191400.1"", 'Misin04G237100.1"", 'Misin04G317300.1"", 'Misin04G372800.1"", 'Misin04G384400.1"", 'Misin07G000500.1"", 'Misin07G041700.1"", 'Misin07G204600.1"", 'Misin07G481100.1"", 'MisinT027100.1"""
"39","Misin01G046600.1","'MisinT141800.1"", 'Misin17G049100.1"", 'Misin08G016100.1"", 'Misin08G216000.1"", 'Misin01G079500.1"", 'Misin01G087300.1"", 'Misin01G138300.1"", 'Misin01G183800.1"", 'Misin01G420700.1"", 'MisinT492700.1"", 'Misin06G003500.1"", 'Misin06G244000.1"", 'Misin06G267500.1"", 'Misin06G275100.1"", 'Misin06G298000.1"", 'Misin06G345200.1"", 'Misin02G336200.1"", 'Misin02G399800.1"", 'Misin14G159200.1"", 'Misin09G002900.1"", 'Misin15G061800.1"", 'Misin15G115400.1"", 'Misin03G149200.1"", 'Misin03G305900.1"", 'Misin18G097500.1"", 'Misin18G195800.1"", 'MisinT454100.1"", 'MisinT043300.1"", 'Misin13G004700.1"", 'MisinT312500.1"", 'Misin07G075300.1"", 'Misin07G263200.1"", 'Misin07G324600.1"""
"40","Misin01G047900.1","'"""
"41","Misin01G048700.1","'MisinT061100.1"", 'Misin05G276700.1"", 'Misin10G019000.1"", 'Misin10G053700.1"", 'Misin10G070500.1"", 'Misin17G015000.1"", 'Misin17G096000.1"", 'Misin17G254800.1"", 'Misin16G006700.1"", 'MisinT559900.1"", 'Misin08G085500.1"", 'Misin01G064200.1"", 'Misin01G163900.1"", 'Misin01G192600.1"", 'Misin01G241200.1"", 'Misin01G261700.1"", 'Misin01G290700.1"", 'Misin01G430300.1"", 'Misin01G509800.1"", 'Misin01G513700.1"", 'Misin06G107000.1"", 'Misin02G018800.1"", 'Misin02G065400.1"", 'Misin02G096800.1"", 'Misin02G101700.1"", 'Misin02G106900.1"", 'Misin02G187400.1"", 'Misin02G211300.1"", 'Misin02G237700.1"", 'Misin02G237800.1"", 'Misin02G246700.1"", 'Misin02G247800.1"", 'Misin02G279200.1"", 'Misin02G314500.1"", 'Misin02G325800.1"", 'Misin02G342900.1"", 'Misin02G353100.1"", 'Misin02G390200.1"", 'Misin02G393000.1"", 'Misin02G501000.1"", 'Misin09G026700.1"", 'Misin09G077800.1"", 'Misin09G079100.1"", 'Misin09G081000.1"", 'Misin09G110900.1"", 'Misin09G123200.1"", 'Misin09G171600.1"", 'Misin15G024200.1"", 'Misin15G167700.1"", 'Misin15G174400.1"", 'Misin19G026100.1"", 'Misin19G062100.1"", 'Misin19G167100.1"", 'Misin19G208400.1"", 'Misin19G261700.1"", 'Misin18G002700.1"", 'Misin18G013800.1"", 'Misin18G043700.1"", 'Misin12G067800.1"", 'Misin04G065400.1"", 'Misin13G000500.1"", 'Misin07G072200.1"", 'Misin07G206100.1"", 'Misin07G261600.1"""
"42","Misin01G048900.1","'Misin08G310500.1"", 'Misin06G147400.1"", 'Misin06G352800.1"", 'Misin06G388600.1"", 'Misin02G066800.1"", 'Misin02G470500.1"", 'Misin04G208900.1"""
"43","Misin01G049100.1","'MisinT128600.1"", 'Misin04G330600.1"""
"44","Misin01G049500.1","'Misin05G033900.1"", 'Misin05G381000.1"", 'Misin10G020200.1"", 'Misin10G089800.1"", 'MisinT138800.1"", 'Misin16G238400.1"", 'MisinT451000.1"", 'Misin08G014600.1"", 'Misin08G060800.1"", 'Misin08G219000.1"", 'Misin08G305000.1"", 'Misin08G324600.1"", 'Misin01G142200.1"", 'Misin02G253500.1"", 'Misin02G388500.1"", 'Misin14G074400.1"", 'Misin09G171200.1"", 'MisinT058100.1"", 'Misin15G153000.1"", 'MisinT478700.1"", 'Misin19G039600.1"", 'Misin19G248500.1"", 'Misin03G019200.1"", 'Misin03G048300.1"", 'Misin03G237100.1"", 'Misin03G311900.1"", 'Misin18G193800.1"", 'Misin07G182500.1"", 'Misin07G271500.1"", 'Misin07G328900.1"""
"45","Misin01G049600.1","'Misin07G226800.1"""
"46","Misin01G050800.1","'Misin05G015400.1"", 'Misin05G125900.1"", 'Misin05G164300.1"", 'Misin05G191700.1"", 'Misin05G276900.1"", 'Misin05G356000.1"", 'Misin05G361800.1"", 'MisinT184700.1"", 'Misin16G174200.1"", 'Misin16G178500.1"", 'Misin16G232100.1"", 'Misin08G141200.1"", 'Misin08G156900.1"", 'Misin08G185200.1"", 'Misin08G255500.1"", 'Misin08G304100.1"", 'Misin01G022500.1"", 'Misin01G072100.1"", 'Misin01G227500.1"", 'Misin01G249600.1"", 'Misin01G482900.1"", 'Misin06G056100.1"", 'Misin06G098900.1"", 'Misin06G122300.1"", 'Misin06G131600.1"", 'Misin06G221400.1"", 'Misin06G225900.1"", 'Misin06G362700.1"", 'Misin06G385800.1"", 'Misin02G034400.1"", 'Misin02G078000.1"", 'Misin02G179100.1"", 'Misin02G224600.1"", 'Misin02G321000.1"", 'Misin02G498200.1"", 'Misin11G038700.1"", 'Misin11G110900.1"", 'Misin11G127500.1"", 'MisinT304200.1"", 'Misin19G025100.1"", 'Misin19G216700.1"", 'Misin03G063700.1"", 'Misin03G086000.1"", 'Misin03G134800.1"", 'Misin03G151100.1"", 'Misin03G195500.1"", 'Misin03G320200.1"", 'Misin03G337100.1"", 'Misin18G007500.1"", 'Misin18G011200.1"", 'Misin18G024500.1"", 'Misin18G109900.1"", 'Misin12G141800.1"", 'Misin04G049000.1"", 'Misin04G215200.1"", 'Misin13G034600.1"", 'Misin13G185600.1"", 'MisinT331000.1"", 'Misin07G035700.1"", 'Misin07G098700.1"", 'Misin07G262200.1"", 'Misin07G314500.1"", 'Misin07G455400.1"""
"47","Misin01G052200.1","'Misin05G001200.1"", 'Misin05G377500.1"", 'Misin10G079300.1"", 'Misin17G144000.1"", 'Misin17G180500.1"", 'Misin17G220600.1"", 'Misin16G091400.1"", 'Misin16G215900.1"", 'Misin08G250800.1"", 'Misin08G311400.1"", 'Misin01G013600.1"", 'Misin01G031500.1"", 'Misin01G437800.1"", 'Misin06G039900.1"", 'Misin02G442900.1"", 'Misin02G499900.1"", 'Misin02G507300.1"", 'Misin14G099800.1"", 'Misin14G120300.1"", 'Misin11G000200.1"", 'Misin11G040900.1"", 'Misin11G094200.1"", 'Misin11G230700.1"", 'Misin11G242500.1"", 'Misin15G161700.1"", 'Misin03G182900.1"", 'Misin03G244700.1"", 'Misin03G265700.1"", 'Misin03G364000.1"", 'Misin03G365100.1"", 'Misin18G015000.1"", 'Misin18G026200.1"", 'Misin12G255200.1"", 'Misin12G263900.1"", 'Misin04G294800.1"", 'Misin04G398500.1"", 'Misin13G062600.1"", 'Misin07G351700.1"", 'Misin07G388200.1"", 'Misin07G399700.1"", 'Misin07G529100.1"""
"48","Misin01G054900.1","'Misin05G254100.1"", 'Misin10G079900.1"", 'Misin17G078200.1"", 'MisinT523000.1"", 'Misin16G147400.1"", 'Misin16G193000.1"", 'Misin16G207300.1"", 'Misin08G284500.1"", 'Misin01G278400.1"", 'Misin01G303100.1"", 'Misin01G434700.1"", 'Misin01G473400.1"", 'Misin06G193400.1"", 'Misin06G410100.1"", 'Misin02G223900.1"", 'Misin02G291300.1"", 'Misin02G388900.1"", 'Misin14G104000.1"", 'Misin14G140300.1"", 'Misin09G094900.1"", 'Misin09G177000.1"", 'Misin11G083900.1"", 'Misin11G253000.1"", 'MisinT412500.1"", 'MisinT295400.1"", 'Misin15G146200.1"", 'Misin19G028900.1"", 'Misin03G033200.1"", 'Misin03G036400.1"", 'Misin03G325500.1"", 'Misin18G090100.1"", 'MisinT356600.1"", 'Misin12G018500.1"", 'Misin12G105800.1"", 'Misin12G106600.1"", 'Misin12G201800.1"", 'Misin04G154300.1"", 'Misin04G192500.1"", 'Misin04G203200.1"", 'Misin04G217300.1"", 'Misin04G231800.1"", 'Misin04G383700.1"", 'Misin13G019300.1"", 'Misin13G141600.1"", 'Misin07G024300.1"", 'Misin07G110800.1"", 'Misin07G391600.1"", 'Misin07G394400.1"""
"49","Misin01G055300.1","'"""
"50","Misin01G055800.1","'Misin16G244300.1"", 'Misin06G146500.1"", 'Misin02G344200.1"", 'Misin15G062700.1"", 'Misin19G065300.1"", 'Misin19G174900.1"", 'Misin18G143800.1"", 'Misin12G140200.1"", 'Misin07G154300.1"", 'Misin07G544900.1"""
"51","Misin01G056700.1","'Misin05G223800.1"", 'Misin05G278100.1"", 'Misin05G360000.1"", 'Misin10G123300.1"", 'Misin08G012600.1"", 'Misin08G034100.1"", 'Misin08G305400.1"", 'Misin06G059200.1"", 'Misin06G142500.1"", 'Misin06G296800.1"", 'Misin02G183400.1"", 'Misin02G447600.1"", 'Misin11G121700.1"", 'Misin11G175400.1"", 'Misin15G197700.1"", 'Misin15G204900.1"", 'Misin03G305300.1"", 'MisinT478400.1"", 'Misin04G113800.1"", 'MisinT482700.1"", 'Misin07G002600.1"", 'Misin07G053400.1"", 'Misin07G065400.1"""
"52","Misin01G058200.1","'MisinT144700.1"", 'Misin05G218500.1"", 'Misin05G222700.1"", 'Misin05G317300.1"", 'Misin10G082500.1"", 'Misin10G148200.1"", 'Misin17G136200.1"", 'Misin16G176200.1"", 'Misin16G229300.1"", 'Misin08G032600.1"", 'Misin01G070100.1"", 'Misin01G093600.1"", 'Misin01G116700.1"", 'Misin01G124100.1"", 'Misin01G478800.1"", 'Misin01G498000.1"", 'MisinT063700.1"", 'Misin06G186800.1"", 'Misin09G119200.1"", 'Misin09G139200.1"", 'MisinT234300.1"", 'Misin11G076800.1"", 'Misin11G183300.1"", 'Misin11G190700.1"", 'Misin15G064600.1"", 'MisinT338400.1"", 'Misin19G007200.1"", 'Misin19G180500.1"", 'Misin03G077500.1"", 'Misin03G165700.1"", 'Misin03G195900.1"", 'Misin03G265500.1"", 'Misin03G330100.1"", 'Misin18G159600.1"", 'Misin12G077400.1"", 'Misin12G100900.1"", 'Misin12G220900.1"", 'Misin04G029900.1"", 'Misin04G039900.1"", 'Misin04G171100.1"", 'Misin04G273700.1"", 'Misin04G289800.1"", 'Misin13G078000.1"", 'Misin07G025900.1"", 'Misin07G034400.1"", 'Misin07G406500.1"", 'Misin07G406600.1"", 'MisinT520900.1"""
"53","Misin01G058600.1","'"""
"54","Misin01G060800.1","'Misin05G200400.1"", 'Misin05G227600.1"", 'MisinT459900.1"", 'Misin10G120200.1"", 'MisinT077000.1"", 'Misin16G052100.1"", 'Misin16G179600.1"", 'Misin16G198000.1"", 'Misin08G033100.1"", 'Misin01G021600.1"", 'Misin01G110100.1"", 'Misin01G370700.1"", 'Misin01G502900.1"", 'Misin06G009000.1"", 'Misin06G209700.1"", 'Misin06G213800.1"", 'Misin06G299800.1"", 'Misin02G064600.1"", 'Misin02G280400.1"", 'Misin02G431500.1"", 'MisinT120200.1"", 'Misin19G015600.1"", 'Misin19G216700.1"", 'Misin03G237000.1"", 'Misin03G354700.1"", 'MisinT490600.1"", 'Misin07G260400.1"""
"55","Misin01G061100.1","'Misin05G112200.1"", 'Misin05G205100.1"", 'Misin05G272000.1"", 'Misin05G380500.1"", 'Misin10G010600.1"", 'Misin10G093100.1"", 'Misin10G134200.1"", 'Misin17G004000.1"", 'Misin17G033100.1"", 'Misin17G079900.1"", 'Misin17G097500.1"", 'Misin17G204900.1"", 'Misin17G215600.1"", 'Misin16G013100.1"", 'Misin16G062500.1"", 'Misin16G094400.1"", 'Misin16G120900.1"", 'Misin16G123300.1"", 'Misin16G164400.1"", 'Misin16G187100.1"", 'Misin08G196300.1"", 'Misin01G013400.1"", 'Misin01G031100.1"", 'Misin01G159500.1"", 'Misin01G466700.1"", 'Misin06G199500.1"", 'Misin06G234600.1"", 'Misin02G098600.1"", 'Misin02G349000.1"", 'Misin02G377400.1"", 'Misin14G019500.1"", 'Misin14G090100.1"", 'Misin09G018200.1"", 'Misin09G096200.1"", 'Misin11G131800.1"", 'Misin11G209200.1"", 'Misin19G021300.1"", 'Misin19G024600.1"", 'Misin19G115300.1"", 'Misin19G156100.1"", 'Misin19G202900.1"", 'Misin03G088100.1"", 'Misin03G096000.1"", 'Misin03G166600.1"", 'Misin03G220300.1"", 'Misin03G259700.1"", 'Misin03G333300.1"", 'Misin18G066900.1"", 'Misin18G192200.1"", 'Misin18G276500.1"", 'Misin12G129300.1"", 'Misin12G204100.1"", 'Misin04G269700.1"", 'Misin04G401300.1"", 'Misin13G114100.1"", 'MisinT029800.1"", 'MisinT206700.1"", 'Misin07G160600.1"", 'Misin07G350200.1"", 'Misin07G414600.1"", 'Misin07G454500.1"""
"56","Misin01G063100.1","'Misin17G013700.1"", 'Misin01G460800.1"", 'Misin02G029300.1"", 'Misin02G455200.1"", 'Misin18G166700.1"", 'Misin12G141200.1"", 'Misin07G049300.1"", 'Misin07G136700.1"""
"57","Misin01G064100.1","'Misin05G258300.1"", 'Misin05G284400.1"", 'Misin05G373400.1"", 'Misin05G382900.1"", 'Misin10G097700.1"", 'Misin10G166600.1"", 'Misin17G054300.1"", 'Misin16G139200.1"", 'Misin16G224600.1"", 'Misin01G364300.1"", 'Misin02G002800.1"", 'Misin02G064900.1"", 'Misin14G078400.1"", 'MisinT073800.1"", 'Misin11G047600.1"", 'Misin11G202600.1"", 'Misin15G133000.1"", 'Misin18G283000.1"", 'MisinT034000.1"", 'MisinT017400.1"", 'Misin12G062300.1"", 'Misin12G246400.1"", 'Misin04G087900.1"", 'Misin04G302500.1"", 'Misin04G369400.1"", 'Misin13G008200.1"", 'Misin13G129300.1"", 'MisinT547700.1"", 'Misin07G240700.1"", 'Misin07G247100.1"", 'Misin07G290900.1"", 'Misin07G502800.1"""
"58","Misin01G064300.1","'Misin17G112900.1"", 'Misin16G154700.1"", 'Misin08G150000.1"""
"59","Misin01G064800.1","'Misin17G242800.1"", 'Misin16G215800.1"", 'Misin08G187100.1"", 'Misin01G223200.1"", 'Misin06G013200.1"", 'Misin06G033500.1"", 'Misin02G006900.1"", 'Misin02G101900.1"", 'Misin14G026200.1"", 'Misin14G105100.1"", 'Misin14G153200.1"", 'Misin09G181900.1"", 'Misin11G136100.1"", 'Misin15G015000.1"", 'Misin15G162700.1"", 'Misin19G169400.1"", 'Misin04G028900.1"", 'Misin04G193900.1"", 'Misin04G326900.1"", 'Misin13G134800.1"", 'Misin07G012200.1"", 'Misin07G168400.1"", 'Misin07G387500.1"""
"60","Misin01G067900.1","'Misin05G202500.1"", 'Misin05G341000.1"", 'Misin10G093700.1"", 'Misin10G139700.1"", 'Misin17G047900.1"", 'Misin17G109300.1"", 'Misin17G187700.1"", 'Misin17G231600.1"", 'Misin16G005600.1"", 'Misin16G008400.1"", 'Misin08G087800.1"", 'Misin08G227900.1"", 'Misin01G270000.1"", 'Misin01G351100.1"", 'Misin06G218400.1"", 'Misin06G244400.1"", 'Misin06G249500.1"", 'Misin06G320700.1"", 'Misin06G402100.1"", 'Misin02G042000.1"", 'Misin02G166700.1"", 'Misin02G254000.1"", 'Misin02G293600.1"", 'Misin02G503300.1"", 'Misin02G504800.1"", 'Misin14G032200.1"", 'MisinT542800.1"", 'Misin09G154700.1"", 'Misin19G070600.1"", 'MisinT548700.1"", 'Misin03G298500.1"", 'Misin03G334800.1"", 'Misin18G164600.1"", 'Misin12G070400.1"", 'Misin12G170200.1"", 'Misin12G194000.1"", 'Misin12G267400.1"", 'Misin12G275100.1"", 'Misin04G007900.1"", 'Misin04G336300.1"", 'Misin04G406200.1"", 'Misin13G133200.1"", 'Misin07G087900.1"", 'Misin07G322900.1"", 'Misin07G448600.1"", 'Misin07G456900.1"", 'Misin07G490200.1"", 'Misin07G518700.1"", 'MisinT202200.1"""
"61","Misin01G068300.1","'Misin05G091600.1"", 'Misin05G202300.1"", 'Misin08G277000.1"", 'Misin01G214600.1"", 'Misin01G368900.1"", 'Misin01G372600.1"", 'Misin02G056700.1"", 'Misin02G203700.1"", 'Misin02G422700.1"", 'Misin03G003400.1"", 'Misin04G339800.1"", 'MisinT536800.1"", 'MisinT249000.1"""
"62","Misin01G068500.1","'Misin05G270000.1"", 'Misin01G129100.1"", 'Misin01G352700.1"", 'Misin01G431000.1"", 'Misin02G368500.1"", 'Misin11G111500.1"", 'MisinT518200.1"""
"63","Misin01G068600.1","'Misin05G341500.1"", 'Misin08G024200.1"", 'Misin01G475400.1"", 'Misin01G506900.1"", 'Misin06G036600.1"", 'Misin06G119900.1"", 'Misin06G347000.1"", 'Misin02G132600.1"", 'Misin11G072800.1"", 'Misin11G079400.1"", 'Misin19G082500.1"", 'Misin03G188500.1"", 'Misin18G261100.1"", 'Misin04G186800.1"", 'Misin04G195100.1"", 'Misin13G113200.1"", 'Misin07G017700.1"", 'Misin07G233400.1"""
"64","Misin01G069500.1","'MisinT213300.1"", 'Misin05G186700.1"", 'Misin05G362000.1"", 'Misin17G081500.1"", 'Misin17G253100.1"", 'MisinT495700.1"", 'Misin16G158800.1"", 'Misin16G192300.1"", 'Misin01G086400.1"", 'Misin06G017600.1"", 'Misin06G043000.1"", 'Misin06G049100.1"", 'Misin06G297600.1"", 'Misin06G324400.1"", 'MisinT472800.1"", 'Misin02G005800.1"", 'Misin02G172500.1"", 'Misin02G487400.1"", 'MisinT271100.1"", 'Misin15G110200.1"", 'Misin19G249700.1"", 'Misin19G265200.1"", 'Misin03G080000.1"", 'MisinT503000.1"", 'MisinT447400.1"", 'Misin07G196400.1"", 'Misin07G332200.1"""
"65","Misin01G071500.1","'Misin05G406500.1"", 'Misin17G032600.1"", 'Misin17G087000.1"", 'Misin17G164000.1"", 'Misin17G191200.1"", 'Misin01G374900.1"", 'Misin02G204600.1"", 'Misin15G006600.1"", 'Misin19G159100.1"", 'Misin03G326400.1"", 'Misin04G086300.1"", 'Misin07G459100.1"""
"66","Misin01G071900.1","'Misin05G138700.1"", 'Misin17G117500.1"", 'Misin16G191000.1"", 'Misin08G314300.1"", 'Misin01G223900.1"", 'Misin01G293100.1"", 'Misin06G377900.1"", 'Misin02G239000.1"", 'Misin02G252600.1"", 'Misin02G467400.1"", 'MisinT537800.1"", 'Misin09G128100.1"", 'Misin03G238100.1"", 'Misin03G308900.1"", 'Misin18G165600.1"", 'Misin12G117000.1"", 'Misin12G217700.1"", 'Misin04G373200.1"", 'Misin04G374800.1"", 'Misin07G352400.1"""
"67","Misin01G072200.1","'Misin01G071400.1"", 'Misin02G333300.1"", 'Misin09G103700.1"", 'Misin03G237700.1"", 'Misin03G267900.1"", 'Misin04G070400.1"""
"68","Misin01G072300.1","'Misin10G045400.1"", 'Misin17G059700.1"", 'Misin17G075100.1"", 'Misin17G077000.1"", 'Misin17G126300.1"", 'Misin17G153000.1"", 'Misin17G225300.1"", 'Misin01G254300.1"", 'MisinT145200.1"", 'Misin06G091400.1"", 'Misin06G216400.1"", 'Misin06G227500.1"", 'Misin06G353900.1"", 'Misin09G076100.1"", 'Misin09G124300.1"", 'Misin09G131000.1"", 'Misin11G061500.1"", 'Misin11G061800.1"", 'Misin11G063500.1"", 'Misin11G163200.1"", 'MisinT088700.1"", 'Misin15G121100.1"", 'Misin15G124000.1"", 'MisinT464000.1"", 'Misin19G124500.1"", 'MisinT251700.1"", 'Misin18G102400.1"", 'Misin12G074100.1"", 'Misin12G074200.1"", 'Misin12G183800.1"", 'Misin04G111500.1"", 'Misin04G223100.1"", 'Misin04G406300.1"", 'Misin13G005200.1"", 'Misin13G077500.1"", 'Misin07G054400.1"", 'Misin07G158400.1"", 'Misin07G282000.1"", 'Misin07G427000.1"", 'Misin07G461300.1"""
"69","Misin01G075000.1","'Misin05G092300.1"", 'Misin05G103000.1"", 'Misin05G371200.1"", 'Misin17G204100.1"", 'Misin16G021100.1"", 'Misin16G198200.1"", 'Misin08G232300.1"", 'Misin08G263200.1"", 'Misin08G308200.1"", 'Misin01G093500.1"", 'Misin01G326400.1"", 'Misin01G463200.1"", 'Misin06G350100.1"", 'Misin06G365000.1"", 'MisinT510800.1"", 'Misin02G155100.1"", 'Misin02G311900.1"", 'Misin15G081100.1"", 'Misin19G179400.1"", 'Misin19G228000.1"", 'Misin18G025100.1"", 'Misin18G026500.1"", 'Misin18G143600.1"", 'Misin18G172300.1"", 'Misin04G107000.1"", 'Misin04G274800.1"", 'Misin04G289900.1"", 'MisinT330500.1"", 'Misin07G111500.1"", 'Misin07G451600.1"", 'Misin07G557800.1"""
"70","Misin01G075700.1","'Misin05G332000.1"", 'Misin10G033400.1"", 'MisinT336100.1"", 'Misin01G473600.1"", 'Misin02G253200.1"", 'Misin02G335800.1"", 'Misin02G418100.1"", 'Misin15G069300.1"", 'Misin15G189600.1"", 'Misin12G081900.1"", 'Misin07G102600.1"""
"71","Misin01G076100.1","'Misin05G039800.1"", 'Misin05G073400.1"", 'Misin05G077500.1"", 'Misin17G105400.1"", 'Misin17G127800.1"", 'Misin17G131000.1"", 'Misin16G131200.1"", 'Misin16G165500.1"", 'Misin08G144700.1"", 'Misin01G140700.1"", 'Misin01G372300.1"", 'Misin01G423700.1"", 'Misin01G516200.1"", 'Misin06G073200.1"", 'Misin06G364600.1"", 'Misin02G043500.1"", 'Misin02G152000.1"", 'Misin02G347800.1"", 'Misin02G378900.1"", 'Misin02G423600.1"", 'MisinT320200.1"", 'Misin11G079100.1"", 'Misin11G095400.1"", 'Misin15G089500.1"", 'Misin19G031300.1"", 'Misin19G165300.1"", 'MisinT406200.1"", 'Misin03G233800.1"", 'Misin18G144500.1"", 'Misin12G199500.1"", 'Misin04G063800.1"", 'Misin04G205900.1"", 'Misin04G266800.1"", 'Misin04G388400.1"", 'Misin04G401700.1"", 'Misin13G081000.1"", 'Misin07G441800.1"""
"72","Misin01G077400.1","'Misin05G258200.1"", 'Misin05G284300.1"", 'Misin05G311700.1"", 'Misin17G066700.1"", 'Misin17G237900.1"", 'Misin16G001000.1"", 'Misin16G127700.1"", 'Misin16G142800.1"", 'Misin16G261800.1"", 'MisinT415400.1"", 'Misin08G165100.1"", 'Misin08G270400.1"", 'Misin01G005000.1"", 'Misin01G070800.1"", 'Misin01G075200.1"", 'Misin01G148400.1"", 'Misin02G009900.1"", 'Misin02G160400.1"", 'Misin02G328000.1"", 'Misin02G364200.1"", 'Misin02G414800.1"", 'MisinT049800.1"", 'Misin11G010100.1"", 'Misin11G078500.1"", 'Misin11G110300.1"", 'Misin11G266900.1"", 'Misin15G202600.1"", 'Misin19G033700.1"", 'Misin19G064400.1"", 'Misin19G081700.1"", 'Misin03G122300.1"", 'Misin03G220100.1"", 'Misin18G096000.1"", 'Misin18G218400.1"", 'Misin12G061900.1"", 'Misin12G105100.1"", 'Misin12G171200.1"", 'Misin04G006200.1"", 'Misin04G153200.1"", 'Misin04G212600.1"", 'Misin13G170000.1"", 'Misin07G011800.1"", 'Misin07G521200.1"""
"73","Misin01G080000.1","'Misin16G105500.1"", 'Misin06G127200.1"", 'Misin02G074300.1"", 'Misin02G226600.1"", 'Misin03G171300.1"", 'Misin07G126400.1"""
"74","Misin01G080100.1","'Misin05G096900.1"", 'Misin05G332800.1"", 'Misin05G398900.1"", 'Misin17G017800.1"", 'Misin17G117500.1"", 'Misin16G161600.1"", 'Misin08G132700.1"", 'Misin01G091700.1"", 'Misin01G336300.1"", 'Misin01G426000.1"", 'Misin01G512200.1"", 'Misin06G270800.1"", 'Misin02G064600.1"", 'Misin02G197300.1"", 'Misin14G152100.1"", 'Misin09G192600.1"", 'Misin15G072300.1"", 'Misin15G090500.1"", 'Misin15G203500.1"", 'Misin03G042500.1"", 'Misin18G089800.1"", 'Misin18G105100.1"", 'Misin12G054000.1"", 'Misin04G076600.1"", 'MisinT321300.1"", 'MisinT282900.1"", 'Misin07G479700.1"""
